team_id,calendar_week,week_index,adoption_week,treated,total_merged_prs,total_completed_tickets,total_output,junior_merged_prs,junior_completed_tickets,junior_output,junior_merged_pr_share,junior_ticket_share,junior_output_share,event_time,post_period,analysis_sample
T001,2026-06-29,26,9.0,1,16,18,34,7,12,19,0.4375,0.6666666666666666,0.5588235294117647,17.0,1,1
T001,2026-07-06,27,9.0,1,7,12,19,5,8,13,0.7142857142857143,0.6666666666666666,0.6842105263157895,18.0,1,1
T001,2026-07-13,28,9.0,1,9,12,21,6,3,9,0.6666666666666666,0.25,0.42857142857142855,19.0,1,1
T001,2026-07-20,29,9.0,1,10,14,24,8,6,14,0.8,0.42857142857142855,0.5833333333333334,20.0,1,1
T001,2026-07-27,30,9.0,1,9,7,16,5,4,9,0.5555555555555556,0.5714285714285714,0.5625,21.0,1,1
T002,2026-01-05,1,22.0,0,25,22,47,14,11,25,0.56,0.5,0.5319148936170213,-21.0,0,1
T002,2026-01-12,2,22.0,0,18,19,37,8,11,19,0.4444444444444444,0.5789473684210527,0.5135135135135135,-20.0,0,1
T002,2026-01-19,3,22.0,0,17,36,53,16,29,45,0.9411764705882353,0.8055555555555556,0.8490566037735849,-19.0,0,1
T002,2026-01-26,4,22.0,0,11,25,36,5,15,20,0.45454545454545453,0.6,0.5555555555555556,-18.0,0,1
T002,2026-02-02,5,22.0,0,20,18,38,14,10,24,0.7,0.5555555555555556,0.631578947368421,-17.0,0,1
T002,2026-02-09,6,22.0,0,24,22,46,14,14,28,0.5833333333333334,0.6363636363636364,0.6086956521739131,-16.0,0,1
T002,2026-02-16,7,22.0,0,25,26,51,17,15,32,0.68,0.5769230769230769,0.6274509803921569,-15.0,0,1
T002,2026-02-23,8,22.0,0,23,27,50,16,20,36,0.6956521739130435,0.7407407407407407,0.72,-14.0,0,1
T002,2026-03-02,9,22.0,0,23,31,54,19,23,42,0.8260869565217391,0.7419354838709677,0.7777777777777778,-13.0,0,1
T002,2026-03-09,10,22.0,0,14,21,35,10,10,20,0.7142857142857143,0.47619047619047616,0.5714285714285714,-12.0,0,1
T002,2026-03-16,11,22.0,0,14,22,36,7,9,16,0.5,0.4090909090909091,0.4444444444444444,-11.0,0,1
T002,2026-03-23,12,22.0,0,10,24,34,5,20,25,0.5,0.8333333333333334,0.7352941176470589,-10.0,0,1
T002,2026-03-30,13,22.0,0,15,24,39,13,19,32,0.8666666666666667,0.7916666666666666,0.8205128205128205,-9.0,0,1
T002,2026-04-06,14,22.0,0,16,27,43,10,18,28,0.625,0.6666666666666666,0.6511627906976745,-8.0,0,1
T002,2026-04-13,15,22.0,0,19,16,35,12,11,23,0.631578947368421,0.6875,0.6571428571428571,-7.0,0,1
T002,2026-04-20,16,22.0,0,21,30,51,10,21,31,0.47619047619047616,0.7,0.6078431372549019,-6.0,0,1
T002,2026-04-27,17,22.0,0,21,26,47,12,20,32,0.5714285714285714,0.7692307692307693,0.6808510638297872,-5.0,0,1
T002,2026-05-04,18,22.0,0,27,25,52,22,17,39,0.8148148148148148,0.68,0.75,-4.0,0,1
T002,2026-05-11,19,22.0,0,25,20,45,16,15,31,0.64,0.75,0.6888888888888889,-3.0,0,1
T002,2026-05-18,20,22.0,0,19,28,47,17,18,35,0.8947368421052632,0.6428571428571429,0.7446808510638298,-2.0,0,1
T002,2026-05-25,21,22.0,0,17,22,39,15,16,31,0.8823529411764706,0.7272727272727273,0.7948717948717948,-1.0,0,1
T002,2026-06-01,22,22.0,1,25,24,49,19,19,38,0.76,0.7916666666666666,0.7755102040816326,0.0,1,1
T002,2026-06-08,23,22.0,1,19,22,41,15,13,28,0.7894736842105263,0.5909090909090909,0.6829268292682927,1.0,1,1
T002,2026-06-15,24,22.0,1,36,27,63,25,21,46,0.6944444444444444,0.7777777777777778,0.7301587301587301,2.0,1,1
T002,2026-06-22,25,22.0,1,19,20,39,12,13,25,0.631578947368421,0.65,0.6410256410256411,3.0,1,1
T002,2026-06-29,26,22.0,1,22,36,58,17,31,48,0.7727272727272727,0.8611111111111112,0.8275862068965517,4.0,1,1
T002,2026-07-06,27,22.0,1,12,27,39,7,19,26,0.5833333333333334,0.7037037037037037,0.6666666666666666,5.0,1,1
T002,2026-07-13,28,22.0,1,18,23,41,11,16,27,0.6111111111111112,0.6956521739130435,0.6585365853658537,6.0,1,1
T002,2026-07-20,29,22.0,1,23,21,44,13,17,30,0.5652173913043478,0.8095238095238095,0.6818181818181818,7.0,1,1
T002,2026-07-27,30,22.0,1,25,27,52,16,20,36,0.64,0.7407407407407407,0.6923076923076923,8.0,1,1
T003,2026-01-05,1,16.0,0,15,21,36,10,14,24,0.6666666666666666,0.6666666666666666,0.6666666666666666,-15.0,0,1
T003,2026-01-12,2,16.0,0,9,19,28,6,11,17,0.6666666666666666,0.5789473684210527,0.6071428571428571,-14.0,0,1
T003,2026-01-19,3,16.0,0,14,17,31,11,10,21,0.7857142857142857,0.5882352941176471,0.6774193548387096,-13.0,0,1
T003,2026-01-26,4,16.0,0,17,19,36,4,13,17,0.23529411764705882,0.6842105263157895,0.4722222222222222,-12.0,0,1
T003,2026-02-02,5,16.0,0,16,21,37,9,17,26,0.5625,0.8095238095238095,0.7027027027027027,-11.0,0,1
T003,2026-02-09,6,16.0,0,23,19,42,15,16,31,0.6521739130434783,0.8421052631578947,0.7380952380952381,-10.0,0,1
T003,2026-02-16,7,16.0,0,13,12,25,8,5,13,0.6153846153846154,0.4166666666666667,0.52,-9.0,0,1
T003,2026-02-23,8,16.0,0,12,11,23,7,9,16,0.5833333333333334,0.8181818181818182,0.6956521739130435,-8.0,0,1
T003,2026-03-02,9,16.0,0,13,16,29,8,9,17,0.6153846153846154,0.5625,0.5862068965517241,-7.0,0,1
T003,2026-03-09,10,16.0,0,12,18,30,4,9,13,0.3333333333333333,0.5,0.43333333333333335,-6.0,0,1
T003,2026-03-16,11,16.0,0,9,11,20,5,5,10,0.5555555555555556,0.45454545454545453,0.5,-5.0,0,1
T003,2026-03-23,12,16.0,0,18,17,35,12,9,21,0.6666666666666666,0.5294117647058824,0.6,-4.0,0,1
T003,2026-03-30,13,16.0,0,13,12,25,9,8,17,0.6923076923076923,0.6666666666666666,0.68,-3.0,0,1
T003,2026-04-06,14,16.0,0,12,13,25,4,5,9,0.3333333333333333,0.38461538461538464,0.36,-2.0,0,1
T003,2026-04-13,15,16.0,0,13,18,31,9,13,22,0.6923076923076923,0.7222222222222222,0.7096774193548387,-1.0,0,1
T003,2026-04-20,16,16.0,1,20,12,32,11,8,19,0.55,0.6666666666666666,0.59375,0.0,1,1
T003,2026-04-27,17,16.0,1,26,22,48,16,11,27,0.6153846153846154,0.5,0.5625,1.0,1,1
T003,2026-05-04,18,16.0,1,14,24,38,11,20,31,0.7857142857142857,0.8333333333333334,0.8157894736842105,2.0,1,1
T003,2026-05-11,19,16.0,1,13,19,32,7,15,22,0.5384615384615384,0.7894736842105263,0.6875,3.0,1,1
T003,2026-05-18,20,16.0,1,22,19,41,13,14,27,0.5909090909090909,0.7368421052631579,0.6585365853658537,4.0,1,1
T003,2026-05-25,21,16.0,1,12,16,28,12,14,26,1.0,0.875,0.9285714285714286,5.0,1,1
T003,2026-06-01,22,16.0,1,10,18,28,7,15,22,0.7,0.8333333333333334,0.7857142857142857,6.0,1,1
T003,2026-06-08,23,16.0,1,19,23,42,14,17,31,0.7368421052631579,0.7391304347826086,0.7380952380952381,7.0,1,1
T003,2026-06-15,24,16.0,1,12,16,28,8,10,18,0.6666666666666666,0.625,0.6428571428571429,8.0,1,1
T003,2026-06-22,25,16.0,1,16,27,43,12,18,30,0.75,0.6666666666666666,0.6976744186046512,9.0,1,1
T003,2026-06-29,26,16.0,1,10,21,31,9,17,26,0.9,0.8095238095238095,0.8387096774193549,10.0,1,1
T003,2026-07-06,27,16.0,1,6,24,30,4,15,19,0.6666666666666666,0.625,0.6333333333333333,11.0,1,1
T003,2026-07-13,28,16.0,1,18,24,42,10,18,28,0.5555555555555556,0.75,0.6666666666666666,12.0,1,1
T003,2026-07-20,29,16.0,1,12,23,35,8,13,21,0.6666666666666666,0.5652173913043478,0.6,13.0,1,1
T003,2026-07-27,30,16.0,1,17,18,35,8,13,21,0.47058823529411764,0.7222222222222222,0.6,14.0,1,1
T004,2026-01-05,1,14.0,0,13,13,26,8,6,14,0.6153846153846154,0.46153846153846156,0.5384615384615384,-13.0,0,1
T004,2026-01-12,2,14.0,0,11,13,24,7,6,13,0.6363636363636364,0.46153846153846156,0.5416666666666666,-12.0,0,1
T004,2026-01-19,3,14.0,0,15,12,27,11,7,18,0.7333333333333333,0.5833333333333334,0.6666666666666666,-11.0,0,1
T004,2026-01-26,4,14.0,0,14,17,31,12,11,23,0.8571428571428571,0.6470588235294118,0.7419354838709677,-10.0,0,1
T004,2026-02-02,5,14.0,0,10,16,26,5,7,12,0.5,0.4375,0.46153846153846156,-9.0,0,1
T004,2026-02-09,6,14.0,0,10,10,20,7,5,12,0.7,0.5,0.6,-8.0,0,1
T004,2026-02-16,7,14.0,0,18,16,34,8,8,16,0.4444444444444444,0.5,0.47058823529411764,-7.0,0,1
T004,2026-02-23,8,14.0,0,14,19,33,8,10,18,0.5714285714285714,0.5263157894736842,0.5454545454545454,-6.0,0,1
T004,2026-03-02,9,14.0,0,11,13,24,4,4,8,0.36363636363636365,0.3076923076923077,0.3333333333333333,-5.0,0,1
T004,2026-03-09,10,14.0,0,16,19,35,11,9,20,0.6875,0.47368421052631576,0.5714285714285714,-4.0,0,1
T004,2026-03-16,11,14.0,0,11,14,25,3,5,8,0.2727272727272727,0.35714285714285715,0.32,-3.0,0,1
T004,2026-03-23,12,14.0,0,11,13,24,8,8,16,0.7272727272727273,0.6153846153846154,0.6666666666666666,-2.0,0,1
T004,2026-03-30,13,14.0,0,9,19,28,4,13,17,0.4444444444444444,0.6842105263157895,0.6071428571428571,-1.0,0,1
T004,2026-04-06,14,14.0,1,18,10,28,13,3,16,0.7222222222222222,0.3,0.5714285714285714,0.0,1,1
T004,2026-04-13,15,14.0,1,12,16,28,10,12,22,0.8333333333333334,0.75,0.7857142857142857,1.0,1,1
T004,2026-04-20,16,14.0,1,14,10,24,8,8,16,0.5714285714285714,0.8,0.6666666666666666,2.0,1,1
T004,2026-04-27,17,14.0,1,20,15,35,17,9,26,0.85,0.6,0.7428571428571429,3.0,1,1
T004,2026-05-04,18,14.0,1,11,15,26,6,11,17,0.5454545454545454,0.7333333333333333,0.6538461538461539,4.0,1,1
T004,2026-05-11,19,14.0,1,13,13,26,8,8,16,0.6153846153846154,0.6153846153846154,0.6153846153846154,5.0,1,1
T004,2026-05-18,20,14.0,1,9,19,28,6,13,19,0.6666666666666666,0.6842105263157895,0.6785714285714286,6.0,1,1
T004,2026-05-25,21,14.0,1,13,9,22,12,7,19,0.9230769230769231,0.7777777777777778,0.8636363636363636,7.0,1,1
T004,2026-06-01,22,14.0,1,12,19,31,9,12,21,0.75,0.631578947368421,0.6774193548387096,8.0,1,1
T004,2026-06-08,23,14.0,1,11,13,24,8,6,14,0.7272727272727273,0.46153846153846156,0.5833333333333334,9.0,1,1
T004,2026-06-15,24,14.0,1,18,16,34,13,8,21,0.7222222222222222,0.5,0.6176470588235294,10.0,1,1
T004,2026-06-22,25,14.0,1,10,21,31,5,12,17,0.5,0.5714285714285714,0.5483870967741935,11.0,1,1
T004,2026-06-29,26,14.0,1,10,23,33,6,15,21,0.6,0.6521739130434783,0.6363636363636364,12.0,1,1
T004,2026-07-06,27,14.0,1,13,18,31,9,11,20,0.6923076923076923,0.6111111111111112,0.6451612903225806,13.0,1,1
T004,2026-07-13,28,14.0,1,14,22,36,12,11,23,0.8571428571428571,0.5,0.6388888888888888,14.0,1,1
T004,2026-07-20,29,14.0,1,17,18,35,7,10,17,0.4117647058823529,0.5555555555555556,0.4857142857142857,15.0,1,1
T004,2026-07-27,30,14.0,1,17,26,43,7,14,21,0.4117647058823529,0.5384615384615384,0.4883720930232558,16.0,1,1
T005,2026-01-05,1,15.0,0,10,15,25,4,8,12,0.4,0.5333333333333333,0.48,-14.0,0,1
T005,2026-01-12,2,15.0,0,7,8,15,1,3,4,0.14285714285714285,0.375,0.26666666666666666,-13.0,0,1
T005,2026-01-19,3,15.0,0,7,7,14,3,4,7,0.42857142857142855,0.5714285714285714,0.5,-12.0,0,1
T005,2026-01-26,4,15.0,0,5,12,17,2,9,11,0.4,0.75,0.6470588235294118,-11.0,0,1
T005,2026-02-02,5,15.0,0,7,12,19,4,5,9,0.5714285714285714,0.4166666666666667,0.47368421052631576,-10.0,0,1
T005,2026-02-09,6,15.0,0,7,11,18,3,6,9,0.42857142857142855,0.5454545454545454,0.5,-9.0,0,1
T005,2026-02-16,7,15.0,0,6,6,12,2,4,6,0.3333333333333333,0.6666666666666666,0.5,-8.0,0,1
T005,2026-02-23,8,15.0,0,11,8,19,7,3,10,0.6363636363636364,0.375,0.5263157894736842,-7.0,0,1
T005,2026-03-02,9,15.0,0,5,6,11,1,2,3,0.2,0.3333333333333333,0.2727272727272727,-6.0,0,1
T005,2026-03-09,10,15.0,0,13,10,23,8,6,14,0.6153846153846154,0.6,0.6086956521739131,-5.0,0,1
T005,2026-03-16,11,15.0,0,9,12,21,2,6,8,0.2222222222222222,0.5,0.38095238095238093,-4.0,0,1
T005,2026-03-23,12,15.0,0,4,10,14,2,4,6,0.5,0.4,0.42857142857142855,-3.0,0,1
T005,2026-03-30,13,15.0,0,6,10,16,1,5,6,0.16666666666666666,0.5,0.375,-2.0,0,1
T005,2026-04-06,14,15.0,0,5,12,17,1,7,8,0.2,0.5833333333333334,0.47058823529411764,-1.0,0,1
T005,2026-04-13,15,15.0,1,13,12,25,9,7,16,0.6923076923076923,0.5833333333333334,0.64,0.0,1,1
T005,2026-04-20,16,15.0,1,10,14,24,8,7,15,0.8,0.5,0.625,1.0,1,1
T005,2026-04-27,17,15.0,1,12,18,30,6,10,16,0.5,0.5555555555555556,0.5333333333333333,2.0,1,1
T005,2026-05-04,18,15.0,1,11,15,26,7,11,18,0.6363636363636364,0.7333333333333333,0.6923076923076923,3.0,1,1
T005,2026-05-11,19,15.0,1,4,8,12,3,3,6,0.75,0.375,0.5,4.0,1,1
T005,2026-05-18,20,15.0,1,10,15,25,4,12,16,0.4,0.8,0.64,5.0,1,1
T005,2026-05-25,21,15.0,1,7,13,20,3,6,9,0.42857142857142855,0.46153846153846156,0.45,6.0,1,1
T005,2026-06-01,22,15.0,1,6,12,18,1,8,9,0.16666666666666666,0.6666666666666666,0.5,7.0,1,1
T005,2026-06-08,23,15.0,1,7,6,13,5,6,11,0.7142857142857143,1.0,0.8461538461538461,8.0,1,1
T005,2026-06-15,24,15.0,1,7,15,22,3,5,8,0.42857142857142855,0.3333333333333333,0.36363636363636365,9.0,1,1
T005,2026-06-22,25,15.0,1,10,12,22,4,5,9,0.4,0.4166666666666667,0.4090909090909091,10.0,1,1
T005,2026-06-29,26,15.0,1,5,10,15,3,5,8,0.6,0.5,0.5333333333333333,11.0,1,1
T005,2026-07-06,27,15.0,1,10,6,16,4,2,6,0.4,0.3333333333333333,0.375,12.0,1,1
T005,2026-07-13,28,15.0,1,9,11,20,5,4,9,0.5555555555555556,0.36363636363636365,0.45,13.0,1,1
T005,2026-07-20,29,15.0,1,5,7,12,3,5,8,0.6,0.7142857142857143,0.6666666666666666,14.0,1,1
T005,2026-07-27,30,15.0,1,7,8,15,4,5,9,0.5714285714285714,0.625,0.6,15.0,1,1
T006,2026-01-05,1,9.0,0,11,10,21,3,2,5,0.2727272727272727,0.2,0.23809523809523808,-8.0,0,1
T006,2026-01-12,2,9.0,0,9,8,17,1,3,4,0.1111111111111111,0.375,0.23529411764705882,-7.0,0,1
T006,2026-01-19,3,9.0,0,6,11,17,1,5,6,0.16666666666666666,0.45454545454545453,0.35294117647058826,-6.0,0,1
T006,2026-01-26,4,9.0,0,4,7,11,2,3,5,0.5,0.42857142857142855,0.45454545454545453,-5.0,0,1
T006,2026-02-02,5,9.0,0,11,8,19,5,2,7,0.45454545454545453,0.25,0.3684210526315789,-4.0,0,1
T006,2026-02-09,6,9.0,0,8,6,14,1,4,5,0.125,0.6666666666666666,0.35714285714285715,-3.0,0,1
T006,2026-02-16,7,9.0,0,6,11,17,4,3,7,0.6666666666666666,0.2727272727272727,0.4117647058823529,-2.0,0,1
T006,2026-02-23,8,9.0,0,9,7,16,3,0,3,0.3333333333333333,0.0,0.1875,-1.0,0,1
T006,2026-03-02,9,9.0,1,4,10,14,1,3,4,0.25,0.3,0.2857142857142857,0.0,1,1
T006,2026-03-09,10,9.0,1,10,6,16,4,1,5,0.4,0.16666666666666666,0.3125,1.0,1,1
T006,2026-03-16,11,9.0,1,8,7,15,5,2,7,0.625,0.2857142857142857,0.4666666666666667,2.0,1,1
T006,2026-03-23,12,9.0,1,4,6,10,2,2,4,0.5,0.3333333333333333,0.4,3.0,1,1
T006,2026-03-30,13,9.0,1,13,12,25,5,4,9,0.38461538461538464,0.3333333333333333,0.36,4.0,1,1
T006,2026-04-06,14,9.0,1,9,6,15,1,1,2,0.1111111111111111,0.16666666666666666,0.13333333333333333,5.0,1,1
T006,2026-04-13,15,9.0,1,6,6,12,1,5,6,0.16666666666666666,0.8333333333333334,0.5,6.0,1,1
T006,2026-04-20,16,9.0,1,8,9,17,4,3,7,0.5,0.3333333333333333,0.4117647058823529,7.0,1,1
T006,2026-04-27,17,9.0,1,7,8,15,4,3,7,0.5714285714285714,0.375,0.4666666666666667,8.0,1,1
T006,2026-05-04,18,9.0,1,9,9,18,2,3,5,0.2222222222222222,0.3333333333333333,0.2777777777777778,9.0,1,1
T006,2026-05-11,19,9.0,1,9,10,19,5,3,8,0.5555555555555556,0.3,0.42105263157894735,10.0,1,1
T006,2026-05-18,20,9.0,1,11,12,23,1,5,6,0.09090909090909091,0.4166666666666667,0.2608695652173913,11.0,1,1
T006,2026-05-25,21,9.0,1,6,10,16,4,4,8,0.6666666666666666,0.4,0.5,12.0,1,1
T006,2026-06-01,22,9.0,1,6,6,12,1,3,4,0.16666666666666666,0.5,0.3333333333333333,13.0,1,1
T006,2026-06-08,23,9.0,1,10,6,16,7,4,11,0.7,0.6666666666666666,0.6875,14.0,1,1
T006,2026-06-15,24,9.0,1,5,8,13,1,5,6,0.2,0.625,0.46153846153846156,15.0,1,1
T006,2026-06-22,25,9.0,1,6,6,12,3,2,5,0.5,0.3333333333333333,0.4166666666666667,16.0,1,1
T006,2026-06-29,26,9.0,1,7,9,16,1,3,4,0.14285714285714285,0.3333333333333333,0.25,17.0,1,1
T006,2026-07-06,27,9.0,1,5,6,11,1,3,4,0.2,0.5,0.36363636363636365,18.0,1,1
T006,2026-07-13,28,9.0,1,5,7,12,2,1,3,0.4,0.14285714285714285,0.25,19.0,1,1
T006,2026-07-20,29,9.0,1,6,6,12,0,4,4,0.0,0.6666666666666666,0.3333333333333333,20.0,1,1
T006,2026-07-27,30,9.0,1,8,10,18,0,6,6,0.0,0.6,0.3333333333333333,21.0,1,1
T007,2026-01-05,1,18.0,0,12,24,36,6,12,18,0.5,0.5,0.5,-17.0,0,1
T007,2026-01-12,2,18.0,0,26,14,40,17,9,26,0.6538461538461539,0.6428571428571429,0.65,-16.0,0,1
T007,2026-01-19,3,18.0,0,22,21,43,15,10,25,0.6818181818181818,0.47619047619047616,0.5813953488372093,-15.0,0,1
T007,2026-01-26,4,18.0,0,16,23,39,10,10,20,0.625,0.43478260869565216,0.5128205128205128,-14.0,0,1
T007,2026-02-02,5,18.0,0,17,17,34,8,11,19,0.47058823529411764,0.6470588235294118,0.5588235294117647,-13.0,0,1
T007,2026-02-09,6,18.0,0,13,12,25,8,6,14,0.6153846153846154,0.5,0.56,-12.0,0,1
T007,2026-02-16,7,18.0,0,13,11,24,9,7,16,0.6923076923076923,0.6363636363636364,0.6666666666666666,-11.0,0,1
T007,2026-02-23,8,18.0,0,10,17,27,6,8,14,0.6,0.47058823529411764,0.5185185185185185,-10.0,0,1
T007,2026-03-02,9,18.0,0,5,30,35,1,12,13,0.2,0.4,0.37142857142857144,-9.0,0,1
T007,2026-03-09,10,18.0,0,12,6,18,4,1,5,0.3333333333333333,0.16666666666666666,0.2777777777777778,-8.0,0,1
T007,2026-03-16,11,18.0,0,21,26,47,8,11,19,0.38095238095238093,0.4230769230769231,0.40425531914893614,-7.0,0,1
T007,2026-03-23,12,18.0,0,15,15,30,7,6,13,0.4666666666666667,0.4,0.43333333333333335,-6.0,0,1
T007,2026-03-30,13,18.0,0,16,16,32,8,6,14,0.5,0.375,0.4375,-5.0,0,1
T007,2026-04-06,14,18.0,0,11,17,28,2,4,6,0.18181818181818182,0.23529411764705882,0.21428571428571427,-4.0,0,1
T007,2026-04-13,15,18.0,0,6,12,18,3,6,9,0.5,0.5,0.5,-3.0,0,1
T007,2026-04-20,16,18.0,0,12,30,42,4,8,12,0.3333333333333333,0.26666666666666666,0.2857142857142857,-2.0,0,1
T007,2026-04-27,17,18.0,0,9,12,21,5,4,9,0.5555555555555556,0.3333333333333333,0.42857142857142855,-1.0,0,1
T007,2026-05-04,18,18.0,1,18,19,37,13,9,22,0.7222222222222222,0.47368421052631576,0.5945945945945946,0.0,1,1
T007,2026-05-11,19,18.0,1,17,10,27,7,4,11,0.4117647058823529,0.4,0.4074074074074074,1.0,1,1
T007,2026-05-18,20,18.0,1,13,15,28,8,12,20,0.6153846153846154,0.8,0.7142857142857143,2.0,1,1
T007,2026-05-25,21,18.0,1,22,21,43,6,11,17,0.2727272727272727,0.5238095238095238,0.3953488372093023,3.0,1,1
T007,2026-06-01,22,18.0,1,16,19,35,9,13,22,0.5625,0.6842105263157895,0.6285714285714286,4.0,1,1
T007,2026-06-08,23,18.0,1,13,20,33,6,11,17,0.46153846153846156,0.55,0.5151515151515151,5.0,1,1
T007,2026-06-15,24,18.0,1,13,25,38,6,12,18,0.46153846153846156,0.48,0.47368421052631576,6.0,1,1
T007,2026-06-22,25,18.0,1,14,21,35,7,9,16,0.5,0.42857142857142855,0.45714285714285713,7.0,1,1
T007,2026-06-29,26,18.0,1,8,10,18,5,5,10,0.625,0.5,0.5555555555555556,8.0,1,1
T007,2026-07-06,27,18.0,1,18,20,38,11,14,25,0.6111111111111112,0.7,0.6578947368421053,9.0,1,1
T007,2026-07-13,28,18.0,1,17,18,35,9,5,14,0.5294117647058824,0.2777777777777778,0.4,10.0,1,1
T007,2026-07-20,29,18.0,1,13,20,33,6,10,16,0.46153846153846156,0.5,0.48484848484848486,11.0,1,1
T007,2026-07-27,30,18.0,1,15,19,34,7,8,15,0.4666666666666667,0.42105263157894735,0.4411764705882353,12.0,1,1
T008,2026-01-05,1,16.0,0,18,17,35,4,6,10,0.2222222222222222,0.35294117647058826,0.2857142857142857,-15.0,0,1
T008,2026-01-12,2,16.0,0,7,19,26,3,8,11,0.42857142857142855,0.42105263157894735,0.4230769230769231,-14.0,0,1
T008,2026-01-19,3,16.0,0,13,10,23,6,3,9,0.46153846153846156,0.3,0.391304347826087,-13.0,0,1
T008,2026-01-26,4,16.0,0,16,15,31,7,7,14,0.4375,0.4666666666666667,0.45161290322580644,-12.0,0,1
T008,2026-02-02,5,16.0,0,7,10,17,2,6,8,0.2857142857142857,0.6,0.47058823529411764,-11.0,0,1
T008,2026-02-09,6,16.0,0,20,17,37,7,2,9,0.35,0.11764705882352941,0.24324324324324326,-10.0,0,1
T008,2026-02-16,7,16.0,0,14,11,25,6,5,11,0.42857142857142855,0.45454545454545453,0.44,-9.0,0,1
T008,2026-02-23,8,16.0,0,15,14,29,7,5,12,0.4666666666666667,0.35714285714285715,0.41379310344827586,-8.0,0,1
T008,2026-03-02,9,16.0,0,16,14,30,5,5,10,0.3125,0.35714285714285715,0.3333333333333333,-7.0,0,1
T008,2026-03-09,10,16.0,0,17,15,32,4,8,12,0.23529411764705882,0.5333333333333333,0.375,-6.0,0,1
T008,2026-03-16,11,16.0,0,18,14,32,5,4,9,0.2777777777777778,0.2857142857142857,0.28125,-5.0,0,1
T008,2026-03-23,12,16.0,0,8,15,23,2,5,7,0.25,0.3333333333333333,0.30434782608695654,-4.0,0,1
T008,2026-03-30,13,16.0,0,6,8,14,4,4,8,0.6666666666666666,0.5,0.5714285714285714,-3.0,0,1
T008,2026-04-06,14,16.0,0,8,12,20,2,6,8,0.25,0.5,0.4,-2.0,0,1
T008,2026-04-13,15,16.0,0,7,13,20,1,7,8,0.14285714285714285,0.5384615384615384,0.4,-1.0,0,1
