team_id,calendar_week,week_index,adoption_week,treated,team_size,baseline_complexity,baseline_junior_mix,manager_quality,role,merged_prs,completed_tickets,role_output
T001,2026-03-16,11,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,2,11,13
T001,2026-03-16,11,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,3,6,9
T001,2026-03-23,12,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,7,6,13
T001,2026-03-23,12,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,4,4,8
T001,2026-03-30,13,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,10,5,15
T001,2026-03-30,13,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,8,19,27
T001,2026-04-06,14,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,2,8,10
T001,2026-04-06,14,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,10,8,18
T001,2026-04-13,15,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,6,7,13
T001,2026-04-13,15,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,6,9,15
T001,2026-04-20,16,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,5,11,16
T001,2026-04-20,16,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,6,5,11
T001,2026-04-27,17,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,11,10,21
T001,2026-04-27,17,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,4,5,9
T001,2026-05-04,18,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,7,9,16
T001,2026-05-04,18,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,5,8,13
T001,2026-05-11,19,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,8,6,14
T001,2026-05-11,19,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,6,8,14
T001,2026-05-18,20,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,6,9,15
T001,2026-05-18,20,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,3,9,12
T001,2026-05-25,21,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,4,11,15
T001,2026-05-25,21,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,3,4,7
T001,2026-06-01,22,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,12,11,23
T001,2026-06-01,22,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,1,5,6
T001,2026-06-08,23,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,4,7,11
T001,2026-06-08,23,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,6,6,12
T001,2026-06-15,24,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,8,11,19
T001,2026-06-15,24,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,10,7,17
T001,2026-06-22,25,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,16,13,29
T001,2026-06-22,25,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,9,8,17
T001,2026-06-29,26,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,7,12,19
T001,2026-06-29,26,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,9,6,15
T001,2026-07-06,27,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,5,8,13
T001,2026-07-06,27,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,2,4,6
T001,2026-07-13,28,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,6,3,9
T001,2026-07-13,28,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,3,9,12
T001,2026-07-20,29,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,8,6,14
T001,2026-07-20,29,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,2,8,10
T001,2026-07-27,30,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,junior,5,4,9
T001,2026-07-27,30,9.0,1,4,0.5464418015737909,0.44294363229406614,0.6732743756991183,senior,4,3,7
T002,2026-01-05,1,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,14,11,25
T002,2026-01-05,1,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,11,11,22
T002,2026-01-12,2,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,8,11,19
T002,2026-01-12,2,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,10,8,18
T002,2026-01-19,3,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,16,29,45
T002,2026-01-19,3,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,1,7,8
T002,2026-01-26,4,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,5,15,20
T002,2026-01-26,4,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,6,10,16
T002,2026-02-02,5,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,14,10,24
T002,2026-02-02,5,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,6,8,14
T002,2026-02-09,6,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,14,14,28
T002,2026-02-09,6,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,10,8,18
T002,2026-02-16,7,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,17,15,32
T002,2026-02-16,7,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,8,11,19
T002,2026-02-23,8,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,16,20,36
T002,2026-02-23,8,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,7,7,14
T002,2026-03-02,9,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,19,23,42
T002,2026-03-02,9,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,4,8,12
T002,2026-03-09,10,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,10,10,20
T002,2026-03-09,10,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,4,11,15
T002,2026-03-16,11,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,7,9,16
T002,2026-03-16,11,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,7,13,20
T002,2026-03-23,12,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,5,20,25
T002,2026-03-23,12,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,5,4,9
T002,2026-03-30,13,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,13,19,32
T002,2026-03-30,13,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,2,5,7
T002,2026-04-06,14,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,10,18,28
T002,2026-04-06,14,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,6,9,15
T002,2026-04-13,15,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,12,11,23
T002,2026-04-13,15,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,7,5,12
T002,2026-04-20,16,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,10,21,31
T002,2026-04-20,16,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,11,9,20
T002,2026-04-27,17,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,12,20,32
T002,2026-04-27,17,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,9,6,15
T002,2026-05-04,18,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,22,17,39
T002,2026-05-04,18,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,5,8,13
T002,2026-05-11,19,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,16,15,31
T002,2026-05-11,19,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,9,5,14
T002,2026-05-18,20,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,17,18,35
T002,2026-05-18,20,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,2,10,12
T002,2026-05-25,21,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,15,16,31
T002,2026-05-25,21,22.0,0,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,2,6,8
T002,2026-06-01,22,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,19,19,38
T002,2026-06-01,22,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,6,5,11
T002,2026-06-08,23,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,15,13,28
T002,2026-06-08,23,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,4,9,13
T002,2026-06-15,24,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,25,21,46
T002,2026-06-15,24,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,11,6,17
T002,2026-06-22,25,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,12,13,25
T002,2026-06-22,25,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,7,7,14
T002,2026-06-29,26,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,17,31,48
T002,2026-06-29,26,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,5,5,10
T002,2026-07-06,27,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,7,19,26
T002,2026-07-06,27,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,5,8,13
T002,2026-07-13,28,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,11,16,27
T002,2026-07-13,28,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,7,7,14
T002,2026-07-20,29,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,13,17,30
T002,2026-07-20,29,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,10,4,14
T002,2026-07-27,30,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,junior,16,20,36
T002,2026-07-27,30,22.0,1,8,0.23619970646627375,0.5573811290391228,0.9714159316313337,senior,9,7,16
T003,2026-01-05,1,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,10,14,24
T003,2026-01-05,1,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,5,7,12
T003,2026-01-12,2,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,6,11,17
T003,2026-01-12,2,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,3,8,11
T003,2026-01-19,3,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,11,10,21
T003,2026-01-19,3,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,3,7,10
T003,2026-01-26,4,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,4,13,17
T003,2026-01-26,4,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,13,6,19
T003,2026-02-02,5,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,9,17,26
T003,2026-02-02,5,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,7,4,11
T003,2026-02-09,6,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,15,16,31
T003,2026-02-09,6,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,8,3,11
T003,2026-02-16,7,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,8,5,13
T003,2026-02-16,7,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,5,7,12
T003,2026-02-23,8,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,7,9,16
T003,2026-02-23,8,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,5,2,7
T003,2026-03-02,9,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,8,9,17
T003,2026-03-02,9,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,5,7,12
T003,2026-03-09,10,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,4,9,13
T003,2026-03-09,10,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,8,9,17
T003,2026-03-16,11,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,5,5,10
T003,2026-03-16,11,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,6,10
T003,2026-03-23,12,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,12,9,21
T003,2026-03-23,12,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,6,8,14
T003,2026-03-30,13,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,9,8,17
T003,2026-03-30,13,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,4,8
T003,2026-04-06,14,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,4,5,9
T003,2026-04-06,14,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,8,8,16
T003,2026-04-13,15,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,9,13,22
T003,2026-04-13,15,16.0,0,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,5,9
T003,2026-04-20,16,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,11,8,19
T003,2026-04-20,16,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,9,4,13
T003,2026-04-27,17,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,16,11,27
T003,2026-04-27,17,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,10,11,21
T003,2026-05-04,18,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,11,20,31
T003,2026-05-04,18,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,3,4,7
T003,2026-05-11,19,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,7,15,22
T003,2026-05-11,19,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,6,4,10
T003,2026-05-18,20,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,13,14,27
T003,2026-05-18,20,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,9,5,14
T003,2026-05-25,21,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,12,14,26
T003,2026-05-25,21,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,0,2,2
T003,2026-06-01,22,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,7,15,22
T003,2026-06-01,22,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,3,3,6
T003,2026-06-08,23,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,14,17,31
T003,2026-06-08,23,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,5,6,11
T003,2026-06-15,24,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,8,10,18
T003,2026-06-15,24,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,6,10
T003,2026-06-22,25,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,12,18,30
T003,2026-06-22,25,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,9,13
T003,2026-06-29,26,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,9,17,26
T003,2026-06-29,26,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,1,4,5
T003,2026-07-06,27,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,4,15,19
T003,2026-07-06,27,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,2,9,11
T003,2026-07-13,28,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,10,18,28
T003,2026-07-13,28,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,8,6,14
T003,2026-07-20,29,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,8,13,21
T003,2026-07-20,29,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,4,10,14
T003,2026-07-27,30,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,junior,8,13,21
T003,2026-07-27,30,16.0,1,7,0.46181077076446814,0.5989504823921004,0.4405560372761869,senior,9,5,14
T004,2026-01-05,1,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,6,14
T004,2026-01-05,1,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,7,12
T004,2026-01-12,2,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,7,6,13
T004,2026-01-12,2,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,4,7,11
T004,2026-01-19,3,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,11,7,18
T004,2026-01-19,3,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,4,5,9
T004,2026-01-26,4,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,12,11,23
T004,2026-01-26,4,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,2,6,8
T004,2026-02-02,5,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,5,7,12
T004,2026-02-02,5,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,9,14
T004,2026-02-09,6,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,7,5,12
T004,2026-02-09,6,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,5,8
T004,2026-02-16,7,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,8,16
T004,2026-02-16,7,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,10,8,18
T004,2026-02-23,8,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,10,18
T004,2026-02-23,8,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,6,9,15
T004,2026-03-02,9,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,4,4,8
T004,2026-03-02,9,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,7,9,16
T004,2026-03-09,10,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,11,9,20
T004,2026-03-09,10,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,10,15
T004,2026-03-16,11,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,3,5,8
T004,2026-03-16,11,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,8,9,17
T004,2026-03-23,12,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,8,16
T004,2026-03-23,12,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,5,8
T004,2026-03-30,13,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,4,13,17
T004,2026-03-30,13,14.0,0,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,6,11
T004,2026-04-06,14,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,13,3,16
T004,2026-04-06,14,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,7,12
T004,2026-04-13,15,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,10,12,22
T004,2026-04-13,15,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,2,4,6
T004,2026-04-20,16,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,8,16
T004,2026-04-20,16,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,6,2,8
T004,2026-04-27,17,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,17,9,26
T004,2026-04-27,17,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,6,9
T004,2026-05-04,18,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,6,11,17
T004,2026-05-04,18,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,4,9
T004,2026-05-11,19,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,8,16
T004,2026-05-11,19,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,5,10
T004,2026-05-18,20,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,6,13,19
T004,2026-05-18,20,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,6,9
T004,2026-05-25,21,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,12,7,19
T004,2026-05-25,21,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,1,2,3
T004,2026-06-01,22,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,9,12,21
T004,2026-06-01,22,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,7,10
T004,2026-06-08,23,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,8,6,14
T004,2026-06-08,23,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,3,7,10
T004,2026-06-15,24,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,13,8,21
T004,2026-06-15,24,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,8,13
T004,2026-06-22,25,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,5,12,17
T004,2026-06-22,25,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,5,9,14
T004,2026-06-29,26,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,6,15,21
T004,2026-06-29,26,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,4,8,12
T004,2026-07-06,27,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,9,11,20
T004,2026-07-06,27,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,4,7,11
T004,2026-07-13,28,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,12,11,23
T004,2026-07-13,28,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,2,11,13
T004,2026-07-20,29,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,7,10,17
T004,2026-07-20,29,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,10,8,18
T004,2026-07-27,30,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,junior,7,14,21
T004,2026-07-27,30,14.0,1,9,0.40108149717201513,0.656258744058878,-0.7195429807944063,senior,10,12,22
T005,2026-01-05,1,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,junior,4,8,12
T005,2026-01-05,1,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,senior,6,7,13
T005,2026-01-12,2,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,junior,1,3,4
T005,2026-01-12,2,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,senior,6,5,11
T005,2026-01-19,3,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,junior,3,4,7
T005,2026-01-19,3,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,senior,4,3,7
T005,2026-01-26,4,15.0,0,8,0.6503232664602328,0.6615801886330018,-1.3281207365229406,junior,2,9,11
