team_id,calendar_week,week_index,total_merged_prs,total_completed_tickets,total_commits,merge_count,median_cycle_time_hours,review_latency_hours,post_merge_bug_proxy,ai_signal_events,ai_eligible_events,observed_events,junior_merged_prs,junior_commits,junior_completed_tickets,total_output,junior_output,junior_merged_pr_share,junior_ticket_share,junior_commit_share,junior_output_share,ai_intensity,adoption_week,treated,post_period,event_time,analysis_sample
django/django,2025-03-03,10,0,0,0,0,,,0.0,0,1,4,0,0,0,0,0,,,,,0.0,15.0,0,0,-5.0,0
django/django,2025-03-10,11,0,0,0,0,,2841.821111111111,0.0,0,7,12,0,0,0,0,0,,,,,0.0,15.0,0,0,-4.0,0
django/django,2025-03-17,12,0,0,3,0,,5.558888888888889,0.0,0,9,12,0,3,0,0,0,,,1.0,,0.0,15.0,0,0,-3.0,0
django/django,2025-03-24,13,0,0,0,0,,31.718611111111112,0.0,0,3,6,0,0,0,0,0,,,,,0.0,15.0,0,0,-2.0,0
django/django,2025-03-31,14,0,0,0,0,,1.31,0.0,0,2,6,0,0,0,0,0,,,,,0.0,15.0,0,0,-1.0,0
django/django,2025-04-07,15,0,0,0,0,,,0.0,2,6,7,0,0,0,0,0,,,,,0.3333333333333333,15.0,1,1,0.0,0
django/django,2025-04-14,16,0,0,0,0,,,0.0,0,1,4,0,0,0,0,0,,,,,0.0,15.0,1,1,1.0,0
django/django,2025-04-21,17,0,0,0,0,,,0.0,0,0,4,0,0,0,0,0,,,,,0.0,15.0,1,1,2.0,0
django/django,2025-04-28,18,0,0,0,0,,,0.0,0,0,1,0,0,0,0,0,,,,,0.0,15.0,1,1,3.0,0
fastapi/fastapi,2024-12-30,1,1,0,2,1,2.7455555555555557,,0.0,0,3,6,1,2,0,1,1,1.0,,1.0,1.0,0.0,,0,0,,0
fastapi/fastapi,2025-01-06,2,0,0,0,0,,,0.0,0,0,6,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-01-13,3,0,0,0,0,,,0.0,0,0,7,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-01-20,4,0,0,0,0,,,0.0,0,0,9,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-01-27,5,0,0,1,0,,,0.0,0,2,4,0,1,0,0,0,,,1.0,,0.0,,0,0,,0
fastapi/fastapi,2025-02-03,6,0,0,0,0,,,0.0,0,1,9,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-02-10,7,0,0,0,0,,,0.0,0,3,9,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-02-17,8,0,0,0,0,,356.9608333333333,0.0,0,3,14,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-02-24,9,0,0,0,0,,489.9530555555556,0.0,0,3,7,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-03-03,10,0,0,0,0,,200.17222222222222,0.0,0,2,11,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-03-10,11,0,0,0,0,,,0.0,0,2,7,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-03-17,12,0,0,0,0,,,0.0,0,0,6,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-03-24,13,0,0,0,0,,,0.0,0,0,8,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-03-31,14,0,0,0,0,,,0.0,0,0,4,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-04-07,15,0,0,0,0,,,0.0,0,0,7,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-04-14,16,0,0,0,0,,,0.0,0,0,6,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-04-21,17,0,0,0,0,,,0.0,0,0,3,0,0,0,0,0,,,,,0.0,,0,0,,0
fastapi/fastapi,2025-04-28,18,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
golang/go,2024-12-30,1,0,0,1,0,,,0.0,0,31,35,0,1,0,0,0,,,1.0,,0.0,,0,0,,0
golang/go,2025-01-06,2,0,1,1,0,,,0.0,0,37,40,0,1,1,1,1,,1.0,1.0,1.0,0.0,,0,0,,0
golang/go,2025-01-13,3,0,0,0,0,,,0.0,0,26,29,0,0,0,0,0,,,,,0.0,,0,0,,0
golang/go,2025-01-20,4,0,1,0,0,,,0.0,0,18,21,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
golang/go,2025-01-27,5,0,0,0,0,,,0.0,0,23,23,0,0,0,0,0,,,,,0.0,,0,0,,0
golang/go,2025-02-03,6,0,1,2,0,,,0.0,0,34,36,0,2,1,1,1,,1.0,1.0,1.0,0.0,,0,0,,0
golang/go,2025-02-10,7,0,0,4,0,,,1.0,0,26,28,0,4,0,0,0,,,1.0,,0.0,,0,0,,0
golang/go,2025-02-17,8,0,1,0,0,,,0.0,0,28,33,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
golang/go,2025-02-24,9,0,3,0,0,,,0.0,0,32,39,0,0,3,3,3,,1.0,,1.0,0.0,,0,0,,1
golang/go,2025-03-03,10,0,0,0,0,,,0.0,0,27,30,0,0,0,0,0,,,,,0.0,,0,0,,0
golang/go,2025-03-10,11,0,5,2,0,,,0.0,0,32,40,0,2,5,5,5,,1.0,1.0,1.0,0.0,,0,0,,1
golang/go,2025-03-17,12,0,15,3,0,,,2.0,1,65,65,0,3,15,15,15,,1.0,1.0,1.0,0.015384615384615385,,0,0,,1
golang/go,2025-03-24,13,0,2,1,0,,,0.0,0,10,17,0,1,2,2,2,,1.0,1.0,1.0,0.0,,0,0,,0
golang/go,2025-03-31,14,0,1,1,0,,,0.0,1,19,30,0,1,1,1,1,,1.0,1.0,1.0,0.05263157894736842,,0,0,,0
golang/go,2025-04-07,15,0,6,3,0,,,0.0,0,61,64,0,3,6,6,6,,1.0,1.0,1.0,0.0,,0,0,,1
golang/go,2025-04-14,16,0,3,0,0,,,0.0,0,23,26,0,0,3,3,3,,1.0,,1.0,0.0,,0,0,,1
golang/go,2025-04-21,17,0,0,0,0,,,0.0,0,7,10,0,0,0,0,0,,,,,0.0,,0,0,,0
golang/go,2025-04-28,18,0,0,0,0,,,0.0,0,3,5,0,0,0,0,0,,,,,0.0,,0,0,,0
home-assistant/core,2024-12-30,1,1,2,1,1,119.91083333333333,13.034444444444444,1.0,36,61,71,1,1,2,3,3,1.0,1.0,1.0,1.0,0.5901639344262295,2.0,0,0,-1.0,1
home-assistant/core,2025-01-06,2,0,3,37,0,,98.6211111111111,0.0,47,102,119,0,37,3,3,3,,1.0,1.0,1.0,0.46078431372549017,2.0,1,1,0.0,1
home-assistant/core,2025-01-13,3,3,12,28,3,4.405,0.35805555555555557,0.0,65,106,116,1,1,8,15,9,0.3333333333333333,0.6666666666666666,0.03571428571428571,0.6,0.6132075471698113,2.0,1,1,1.0,1
home-assistant/core,2025-01-20,4,7,6,67,7,2.950833333333333,7.648888888888889,0.0,47,88,103,7,46,5,13,12,1.0,0.8333333333333334,0.6865671641791045,0.9230769230769231,0.5340909090909091,2.0,1,1,2.0,1
home-assistant/core,2025-01-27,5,15,8,29,15,2.305277777777778,2.5208333333333335,0.06666666666666667,71,125,148,14,21,8,23,22,0.9333333333333333,1.0,0.7241379310344828,0.9565217391304348,0.568,2.0,1,1,3.0,1
home-assistant/core,2025-02-03,6,5,5,25,5,4.02,4.083333333333333,0.2,73,121,134,5,20,5,10,10,1.0,1.0,0.8,1.0,0.6033057851239669,2.0,1,1,4.0,1
home-assistant/core,2025-02-10,7,10,4,10,10,4.875,4.861944444444444,0.1,54,101,117,8,9,3,14,11,0.8,0.75,0.9,0.7857142857142857,0.5346534653465347,2.0,1,1,5.0,1
home-assistant/core,2025-02-17,8,1,1,2,1,76.59361111111112,4.445833333333334,0.0,27,49,55,1,1,1,2,2,1.0,1.0,0.5,1.0,0.5510204081632653,2.0,1,1,6.0,0
home-assistant/core,2025-02-24,9,1,6,2,1,143.92055555555555,143.86194444444445,0.0,52,82,87,1,2,6,7,7,1.0,1.0,1.0,1.0,0.6341463414634146,2.0,1,1,7.0,1
home-assistant/core,2025-03-03,10,1,4,2,1,5.8025,3.238888888888889,0.0,59,96,103,1,1,4,5,5,1.0,1.0,0.5,1.0,0.6145833333333334,2.0,1,1,8.0,1
home-assistant/core,2025-03-10,11,2,9,8,2,0.9313888888888888,16.163611111111113,0.0,50,96,105,1,6,7,11,8,0.5,0.7777777777777778,0.75,0.7272727272727273,0.5208333333333334,2.0,1,1,9.0,1
home-assistant/core,2025-03-17,12,0,11,0,0,,1.7330555555555556,0.0,43,65,72,0,0,11,11,11,,1.0,,1.0,0.6615384615384615,2.0,1,1,10.0,1
home-assistant/core,2025-03-24,13,5,9,6,5,3.3519444444444444,1176.9919444444445,0.0,51,90,97,5,3,9,14,14,1.0,1.0,0.5,1.0,0.5666666666666667,2.0,1,1,11.0,1
home-assistant/core,2025-03-31,14,1,8,6,1,2.0955555555555554,1.9230555555555555,1.0,55,85,91,0,2,8,9,8,0.0,1.0,0.3333333333333333,0.8888888888888888,0.6470588235294118,2.0,1,1,12.0,1
home-assistant/core,2025-04-07,15,1,4,28,1,0.7880555555555555,494.6538888888889,1.0,31,54,59,1,0,3,5,4,1.0,0.75,0.0,0.8,0.5740740740740741,2.0,1,1,13.0,1
home-assistant/core,2025-04-14,16,5,6,16,5,1.3830555555555555,6.811388888888889,0.0,59,108,115,5,4,6,11,11,1.0,1.0,0.25,1.0,0.5462962962962963,2.0,1,1,14.0,1
home-assistant/core,2025-04-21,17,0,6,1,0,,0.6644444444444444,0.0,27,65,70,0,0,6,6,6,,1.0,0.0,1.0,0.4153846153846154,2.0,1,1,15.0,1
home-assistant/core,2025-04-28,18,1,2,1,1,2.993611111111111,126.95527777777778,0.0,20,32,36,0,0,2,3,2,0.0,1.0,0.0,0.6666666666666666,0.625,2.0,1,1,16.0,1
huggingface/transformers,2024-12-30,1,0,0,0,0,,,0.0,0,2,8,0,0,0,0,0,,,,,0.0,2.0,0,0,-1.0,0
huggingface/transformers,2025-01-06,2,0,1,0,0,,711.2004166666667,2.0,9,27,34,0,0,1,1,1,,1.0,,1.0,0.3333333333333333,2.0,1,1,0.0,0
huggingface/transformers,2025-01-13,3,0,0,0,0,,1.8255555555555556,0.0,0,4,8,0,0,0,0,0,,,,,0.0,2.0,1,1,1.0,0
huggingface/transformers,2025-01-20,4,0,0,0,0,,7.31,0.0,0,5,8,0,0,0,0,0,,,,,0.0,2.0,1,1,2.0,0
huggingface/transformers,2025-01-27,5,0,0,0,0,,1804.086388888889,1.0,1,9,24,0,0,0,0,0,,,,,0.1111111111111111,2.0,1,1,3.0,0
huggingface/transformers,2025-02-03,6,0,0,0,0,,,0.0,1,5,13,0,0,0,0,0,,,,,0.2,2.0,1,1,4.0,0
huggingface/transformers,2025-02-10,7,0,0,0,0,,,0.0,0,5,18,0,0,0,0,0,,,,,0.0,2.0,1,1,5.0,0
huggingface/transformers,2025-02-17,8,0,1,0,0,,274.58958333333334,1.0,3,17,26,0,0,1,1,1,,1.0,,1.0,0.17647058823529413,2.0,1,1,6.0,0
huggingface/transformers,2025-02-24,9,0,0,0,0,,409.78583333333336,1.0,2,6,18,0,0,0,0,0,,,,,0.3333333333333333,2.0,1,1,7.0,0
huggingface/transformers,2025-03-03,10,1,1,1,1,19.223055555555554,,0.0,1,6,10,1,1,1,2,2,1.0,1.0,1.0,1.0,0.16666666666666666,2.0,1,1,8.0,0
huggingface/transformers,2025-03-10,11,0,0,1,0,,678.5554166666666,0.0,6,16,22,0,1,0,0,0,,,1.0,,0.375,2.0,1,1,9.0,0
huggingface/transformers,2025-03-17,12,0,0,0,0,,133.99944444444444,0.0,0,5,15,0,0,0,0,0,,,,,0.0,2.0,1,1,10.0,0
huggingface/transformers,2025-03-24,13,0,0,4,0,,19.925555555555555,1.0,0,32,41,0,4,0,0,0,,,1.0,,0.0,2.0,1,1,11.0,0
huggingface/transformers,2025-03-31,14,1,1,1,1,29.31833333333333,65.53416666666666,2.0,10,46,55,1,1,1,2,2,1.0,1.0,1.0,1.0,0.21739130434782608,2.0,1,1,12.0,0
huggingface/transformers,2025-04-07,15,0,0,1,0,,188.18083333333334,2.0,3,12,19,0,1,0,0,0,,,1.0,,0.25,2.0,1,1,13.0,0
huggingface/transformers,2025-04-14,16,0,0,0,0,,23.75111111111111,0.0,0,11,23,0,0,0,0,0,,,,,0.0,2.0,1,1,14.0,0
huggingface/transformers,2025-04-21,17,0,0,1,0,,485.9505555555555,0.0,1,18,21,0,1,0,0,0,,,1.0,,0.05555555555555555,2.0,1,1,15.0,0
huggingface/transformers,2025-04-28,18,0,0,0,0,,2.355277777777778,0.0,1,8,12,0,0,0,0,0,,,,,0.125,2.0,1,1,16.0,0
kubernetes/kubernetes,2024-12-30,1,0,0,0,0,,11.32638888888889,1.0,0,14,20,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-06,2,0,1,0,0,,423.1797222222222,1.0,0,58,65,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-13,3,1,2,2,1,13.553888888888888,1252.6254166666668,0.0,0,61,61,1,2,2,3,3,1.0,1.0,1.0,1.0,0.0,,0,0,,1
kubernetes/kubernetes,2025-01-20,4,0,0,0,0,,38.75111111111111,0.0,0,29,33,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-27,5,0,0,0,0,,1667.4283333333333,0.0,0,67,69,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-03,6,4,1,9,4,157.26305555555555,378.3861111111111,0.0,0,58,61,4,9,1,5,5,1.0,1.0,1.0,1.0,0.0,,0,0,,1
kubernetes/kubernetes,2025-02-10,7,0,0,0,0,,179.97027777777777,0.0,0,30,35,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-17,8,1,1,2,1,1641.891111111111,289.08194444444445,1.0,0,105,110,1,2,1,2,2,1.0,1.0,1.0,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-24,9,0,0,0,0,,112.48333333333333,1.0,0,124,127,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-03-03,10,2,0,4,2,323.16291666666666,146.21472222222224,0.0,0,57,64,2,4,0,2,2,1.0,,1.0,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-03-10,11,4,0,9,4,5.130833333333333,34.48305555555555,0.0,0,90,100,4,9,0,4,4,1.0,,1.0,1.0,0.0,,0,0,,1
kubernetes/kubernetes,2025-03-17,12,3,3,6,3,180.17805555555555,243.19361111111112,0.0,1,148,153,3,0,2,6,5,1.0,0.6666666666666666,0.0,0.8333333333333334,0.006756756756756757,,0,0,,1
kubernetes/kubernetes,2025-03-24,13,0,1,0,0,,64.98611111111111,0.0,0,30,34,0,0,0,1,0,,0.0,,0.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-03-31,14,0,1,0,0,,,0.0,0,8,16,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-04-07,15,1,0,2,1,2.3672222222222223,205.49277777777777,0.0,0,33,35,1,0,0,1,1,1.0,,0.0,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-04-14,16,0,1,0,0,,57.05416666666667,0.0,1,50,54,0,0,0,1,0,,0.0,,0.0,0.02,,0,0,,0
kubernetes/kubernetes,2025-04-21,17,15,4,31,15,348.7080555555556,2723.8618055555553,0.06666666666666667,0,90,96,15,0,2,19,17,1.0,0.5,0.0,0.8947368421052632,0.0,,0,0,,1
kubernetes/kubernetes,2025-04-28,18,0,1,0,0,,,0.0,0,11,13,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
langchain-ai/langchain,2024-12-30,1,2,0,1,2,702.1668055555556,,0.0,0,3,7,2,1,0,2,2,1.0,,1.0,1.0,0.0,2.0,0,0,-1.0,0
langchain-ai/langchain,2025-01-06,2,0,0,0,0,,,0.0,2,7,16,0,0,0,0,0,,,,,0.2857142857142857,2.0,1,1,0.0,0
langchain-ai/langchain,2025-01-13,3,2,0,2,2,8.000972222222224,35.841944444444444,0.5,2,25,34,2,2,0,2,2,1.0,,1.0,1.0,0.08,2.0,1,1,1.0,0
langchain-ai/langchain,2025-01-20,4,5,2,5,5,174.5738888888889,174.48444444444445,0.2,3,33,51,5,5,2,7,7,1.0,1.0,1.0,1.0,0.09090909090909091,2.0,1,1,2.0,1
langchain-ai/langchain,2025-01-27,5,1,0,1,1,50.79611111111111,50.79472222222222,0.0,4,12,23,1,1,0,1,1,1.0,,1.0,1.0,0.3333333333333333,2.0,1,1,3.0,0
langchain-ai/langchain,2025-02-03,6,0,0,0,0,,167.6861111111111,1.0,1,9,21,0,0,0,0,0,,,,,0.1111111111111111,2.0,1,1,4.0,0
langchain-ai/langchain,2025-02-10,7,0,0,0,0,,6.585555555555556,0.0,1,6,25,0,0,0,0,0,,,,,0.16666666666666666,2.0,1,1,5.0,0
langchain-ai/langchain,2025-02-17,8,1,0,1,1,0.07305555555555555,0.03027777777777778,0.0,2,9,18,1,1,0,1,1,1.0,,1.0,1.0,0.2222222222222222,2.0,1,1,6.0,0
langchain-ai/langchain,2025-02-24,9,2,0,2,2,4.970694444444444,9.529166666666667,0.0,3,8,23,2,2,0,2,2,1.0,,1.0,1.0,0.375,2.0,1,1,7.0,0
langchain-ai/langchain,2025-03-03,10,1,0,0,1,10.069166666666666,51.89361111111111,0.0,1,7,19,1,0,0,1,1,1.0,,,1.0,0.14285714285714285,2.0,1,1,8.0,0
langchain-ai/langchain,2025-03-10,11,0,1,0,0,,,0.0,4,7,16,0,0,1,1,1,,1.0,,1.0,0.5714285714285714,2.0,1,1,9.0,0
langchain-ai/langchain,2025-03-17,12,2,0,2,2,269.5472222222222,150.7838888888889,0.0,1,21,36,2,2,0,2,2,1.0,,1.0,1.0,0.047619047619047616,2.0,1,1,10.0,0
langchain-ai/langchain,2025-03-24,13,0,0,20,0,,,0.0,2,6,15,0,20,0,0,0,,,1.0,,0.3333333333333333,2.0,1,1,11.0,0
langchain-ai/langchain,2025-03-31,14,0,0,0,0,,,2.0,3,10,32,0,0,0,0,0,,,,,0.3,2.0,1,1,12.0,0
langchain-ai/langchain,2025-04-07,15,0,0,2,0,,,0.0,0,8,12,0,2,0,0,0,,,1.0,,0.0,2.0,1,1,13.0,0
langchain-ai/langchain,2025-04-14,16,0,0,0,0,,,0.0,1,6,15,0,0,0,0,0,,,,,0.16666666666666666,2.0,1,1,14.0,0
